subjID,exptPart,trialNumber,roleCurrent,marblesSampled,probabilityRed,drawnRed,reportedDrawn,compLie,compUnifLie,compDetect,callBS,playerTrialScore,oppTrialScore,playerTotalScore,oppTotalScore,waitTime,responseTime,catchQuestion,catchKey,catchResponse,catchResponseTime,pseudoRound,trialTime,lie,player.bullshitter,player.bullshitDetector
sona-25901,trial,18,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,92,58,2591.6237645762,2810,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9621,FALSE,human,computer
sona-25901,trial,19,bullshitDetector,10,0.2,3,0,0,False,-1,True,5,-5,97,53,5219.826110741,1984,How many red marbles did your opponent report drawing?,-1,-1,-1,False,8802,TRUE,computer,human
sona-25901,trial,20,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,105,55,2954.9703383153,3061,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11370,FALSE,human,computer
sona-25901,trial,21,bullshitDetector,10,0.2,0,5,-1,True,0.1444009472,False,5,5,110,60,7339.3413573326,3100,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12962,TRUE,computer,human
sona-25901,trial,22,bullshitter,10,0.2,4,3,-1,False,-0.056925644800002,False,7,3,117,63,3018.933292541,5113,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12749,TRUE,human,computer
sona-25901,trial,23,bullshitDetector,10,0.2,0,0,3,False,-1,True,-5,10,112,73,6961.4601064041,4864,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13583,FALSE,computer,human
sona-25901,trial,24,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,120,75,2343.1310621968,3582,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10032,FALSE,human,computer
sona-25901,trial,25,bullshitDetector,10,0.2,0,0,1,False,-1,True,-5,10,115,85,7331.3755505926,9063,How many red marbles did your opponent report drawing?,0,0,4633,False,23310,FALSE,computer,human
sona-25901,trial,26,bullshitter,10,0.2,1,1,-1,False,0.4463908352,True,9,-4,124,81,3032.7622485218,3533,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12848,FALSE,human,computer
sona-25901,trial,27,bullshitDetector,10,0.2,5,2,2,False,-1,False,2,8,126,89,6080.7716714569,8343,How many red marbles did your opponent report drawing?,-1,-1,-1,False,17455,TRUE,computer,human
sona-25901,trial,28,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,134,91,2626.9149348652,3484,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12086,FALSE,human,computer
sona-25901,trial,29,bullshitDetector,10,0.2,3,4,-1,False,0.1444009472,False,4,6,138,97,5464.6707394314,3070,How many red marbles did your opponent report drawing?,-1,-1,-1,True,10720,TRUE,computer,human
sona-25901,trial,30,bullshitter,10,0.2,0,0,-1,False,0.7148262912,True,10,-5,148,92,2147.4968443674,3582,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11869,FALSE,human,computer
sona-25901,trial,31,bullshitDetector,10,0.2,2,2,3,False,-1,True,-3,8,145,100,5404.8086941127,4482,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12171,FALSE,computer,human
sona-25901,trial,32,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,153,102,3236.9252199355,3172,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12441,FALSE,human,computer
sona-25901,trial,33,bullshitDetector,10,0.2,2,2,-1,False,0.1444009472,True,-3,8,150,110,5393.1071723305,2543,How many red marbles did your opponent report drawing?,-1,-1,-1,True,14875,FALSE,computer,human
sona-25901,trial,34,bullshitter,10,0.2,6,3,-1,False,-0.056925644800002,False,7,3,157,113,2775.4402291625,7577,How many red marbles did your opponent report drawing?,-1,-1,-1,True,15205,TRUE,human,computer
sona-25901,trial,35,bullshitDetector,10,0.2,1,1,3,False,-1,False,1,9,158,122,6561.739780119,2219,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11122,FALSE,computer,human
sona-25901,trial,36,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,166,124,2802.9459865179,3944,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11275,FALSE,human,computer
sona-25901,trial,37,bullshitDetector,10,0.2,2,2,3,False,-1,False,2,8,168,132,5142.3979288768,2866,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9776,FALSE,computer,human
sona-25901,trial,38,bullshitter,10,0.2,1,1,-1,False,0.4463908352,False,9,1,177,133,2595.2898818056,3135,How many red marbles did you actually draw?,1,1,3692,False,14715,FALSE,human,computer
sona-25901,trial,39,bullshitDetector,10,0.2,2,0,0,False,-1,True,5,-5,182,128,6652.427573818,7740,How many red marbles did you actually draw?,-1,-1,-1,False,17073,TRUE,computer,human
sona-25901,trial,40,bullshitter,10,0.2,1,1,-1,False,0.4463908352,True,9,-4,191,124,3036.8393048638,4004,How many red marbles did you actually draw?,-1,-1,-1,False,13277,FALSE,human,computer
sona-25901,trial,41,bullshitDetector,10,0.2,2,10,-1,False,0.4463908352,True,5,-5,196,119,5749.2062906432,3846,How many red marbles did you actually draw?,-1,-1,-1,True,11593,TRUE,computer,human
sona-25901,trial,42,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,204,121,2396.1254581295,4004,How many red marbles did you actually draw?,-1,-1,-1,False,11857,FALSE,human,computer
sona-25901,trial,43,bullshitDetector,10,0.2,3,1,1,False,-1,False,1,9,205,130,6475.2535375709,2380,How many red marbles did you actually draw?,-1,-1,-1,False,11090,TRUE,computer,human
sona-25901,trial,44,bullshitter,10,0.2,3,3,-1,False,-0.056925644800002,False,7,3,212,133,2231.5195845576,3399,How many red marbles did you actually draw?,-1,-1,-1,False,16214,FALSE,human,computer
sona-25901,trial,45,bullshitDetector,10,0.2,1,0,0,False,-1,True,5,-5,217,128,5478.190364186,4439,How many red marbles did you actually draw?,-1,-1,-1,False,12623,TRUE,computer,human
sona-25901,trial,46,bullshitter,10,0.2,1,1,-1,False,0.4463908352,True,9,-4,226,124,2140.7344352251,3258,How many red marbles did you actually draw?,-1,-1,-1,True,11142,FALSE,human,computer
sona-25901,trial,47,bullshitDetector,10,0.2,0,0,1,False,-1,True,-5,10,221,134,6252.0673774192,2228,How many red marbles did you actually draw?,-1,-1,-1,False,10318,FALSE,computer,human
sona-25901,trial,48,bullshitter,10,0.2,3,3,-1,False,-0.056925644800002,False,7,3,228,137,2876.8500994809,3449,How many red marbles did you actually draw?,-1,-1,-1,True,18118,FALSE,human,computer
sona-25901,trial,49,bullshitDetector,10,0.2,3,1,1,False,-1,False,1,9,229,146,6511.1999020388,3059,How many red marbles did you actually draw?,-1,-1,-1,False,11684,TRUE,computer,human
sona-25901,trial,50,bullshitter,10,0.2,1,1,-1,False,0.4463908352,True,9,-4,238,142,2314.6378171732,3511,How many red marbles did you actually draw?,1,1,3622,False,14356,FALSE,human,computer
sona-25901,trial,51,bullshitDetector,10,0.2,1,3,-1,False,0.4463908352,False,3,7,241,149,5454.6108942067,4754,How many red marbles did you actually draw?,-1,-1,-1,True,12752,TRUE,computer,human
sona-25901,trial,52,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,249,151,2173.4685464051,4330,How many red marbles did you actually draw?,-1,-1,-1,False,11947,FALSE,human,computer
sona-25901,trial,53,bullshitDetector,10,0.2,2,2,2,False,-1,False,2,8,251,159,7470.7748543631,3548,How many red marbles did you actually draw?,-1,-1,-1,False,12932,FALSE,computer,human
sona-25901,trial,54,bullshitter,10,0.2,10,3,-1,False,-0.056925644800002,False,7,3,258,162,3192.8200813683,7867,How many red marbles did you actually draw?,-1,-1,-1,True,16325,TRUE,human,computer
sona-25901,trial,55,bullshitDetector,10,0.2,1,9,-1,True,-0.056925644800002,True,5,-5,263,157,5413.3617962079,3908,How many red marbles did you actually draw?,-1,-1,-1,False,11575,TRUE,computer,human
sona-25901,trial,56,bullshitter,10,0.2,7,7,-1,False,-0.1777216,False,3,7,266,164,2107.3277822797,6369,How many red marbles did you actually draw?,-1,-1,-1,True,13615,FALSE,human,computer
sona-25901,trial,57,bullshitDetector,10,0.2,1,1,2,False,-1,True,-4,9,262,173,5411.5224942678,1699,How many red marbles did your opponent report drawing?,1,1,5214,False,14455,FALSE,computer,human
sona-25901,trial,58,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,270,175,2085.0683028124,3463,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10897,FALSE,human,computer
sona-25901,trial,59,bullshitDetector,10,0.2,3,3,3,False,-1,False,3,7,273,182,7493.1822032911,3028,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12331,FALSE,computer,human
sona-25901,trial,60,bullshitter,10,0.2,4,4,-1,False,-0.1450060288,False,6,4,279,186,2547.6162395895,3112,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11150,FALSE,human,computer
sona-25901,trial,61,bullshitDetector,10,0.2,3,0,-1,False,-0.1450060288,True,5,-5,284,181,6549.118107216,2483,How many red marbles did your opponent report drawing?,-1,-1,-1,True,10891,TRUE,computer,human
sona-25901,trial,62,bullshitter,10,0.2,8,8,-1,False,-0.177795328,False,2,8,286,189,2757.5065008245,4079,How many red marbles did you actually draw?,8,8,3318,True,16132,FALSE,human,computer
sona-25901,trial,63,bullshitDetector,10,0.2,1,1,4,False,-1,True,-4,9,282,198,5368.940841715,2674,How many red marbles did you actually draw?,-1,-1,-1,False,14008,FALSE,computer,human
sona-25901,trial,64,bullshitter,10,0.2,3,3,-1,False,-0.056925644800002,False,7,3,289,201,2469.4258673437,4066,How many red marbles did you actually draw?,-1,-1,-1,False,11500,FALSE,human,computer
sona-25901,trial,65,bullshitDetector,10,0.2,1,7,-1,False,-0.056925644800002,True,5,-5,294,196,6336.1809232687,2673,How many red marbles did you actually draw?,-1,-1,-1,True,16882,TRUE,computer,human
sona-25901,trial,66,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,302,198,2128.7023595576,3028,How many red marbles did you actually draw?,-1,-1,-1,False,9449,FALSE,human,computer
sona-25901,trial,67,bullshitDetector,10,0.2,2,1,1,False,-1,True,5,-5,307,193,6016.3393348126,2028,How many red marbles did you actually draw?,-1,-1,-1,False,10017,TRUE,computer,human
sona-25901,trial,68,bullshitter,10,0.2,0,0,-1,False,0.7148262912,True,10,-5,317,188,2299.067343742,3004,How many red marbles did you actually draw?,-1,-1,-1,False,10075,FALSE,human,computer
sona-25901,trial,69,bullshitDetector,10,0.2,1,1,2,False,-1,True,-4,9,313,197,6514.9939382966,4849,How many red marbles did you actually draw?,-1,-1,-1,False,13454,FALSE,computer,human
sona-25901,trial,70,bullshitter,10,0.2,0,0,-1,False,0.7148262912,True,10,-5,323,192,2626.6939529702,2943,How many red marbles did you actually draw?,-1,-1,-1,True,10652,FALSE,human,computer
sona-25901,trial,71,bullshitDetector,10,0.2,0,0,1,False,-1,True,-5,10,318,202,5439.476834965,1864,How many red marbles did you actually draw?,-1,-1,-1,False,9045,FALSE,computer,human
sona-25901,trial,72,bullshitter,10,0.2,5,2,-1,False,0.1444009472,False,8,2,326,204,2093.511095755,6853,How many red marbles did you actually draw?,-1,-1,-1,True,14920,TRUE,human,computer
sona-25901,trial,73,bullshitDetector,10,0.2,1,1,2,False,-1,True,-4,9,322,213,5477.6570974597,3865,How many red marbles did you actually draw?,-1,-1,-1,False,11712,FALSE,computer,human
sona-25901,trial,74,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,330,215,2876.8561227226,3198,How many red marbles did you actually draw?,-1,-1,-1,False,10896,FALSE,human,computer
sona-25901,trial,75,bullshitDetector,10,0.2,2,4,-1,True,0.1444009472,False,4,6,334,221,5315.9930752516,3193,How many red marbles did you actually draw?,-1,-1,-1,False,12627,TRUE,computer,human
sona-25901,trial,76,bullshitter,10,0.2,0,0,-1,False,0.7148262912,True,10,-5,344,216,2068.8522623442,3113,How many red marbles did you actually draw?,0,0,3357,False,13990,FALSE,human,computer
sona-25901,trial,77,bullshitDetector,10,0.2,2,2,3,False,-1,True,-3,8,341,224,6787.4534589155,4744,How many red marbles did you actually draw?,-1,-1,-1,False,14142,FALSE,computer,human
sona-25901,trial,78,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,349,226,2076.2074874844,3029,How many red marbles did you actually draw?,-1,-1,-1,False,10187,FALSE,human,computer
sona-25901,trial,79,bullshitDetector,10,0.2,3,3,4,False,-1,False,3,7,352,233,5882.7181121313,2026,How many red marbles did you actually draw?,-1,-1,-1,False,9734,FALSE,computer,human
sona-25901,trial,80,bullshitter,10,0.2,3,3,-1,False,-0.056925644800002,False,7,3,359,236,3112.5930232444,3114,How many red marbles did you actually draw?,-1,-1,-1,False,11534,FALSE,human,computer
sona-25901,trial,81,bullshitDetector,10,0.2,3,1,1,False,-1,True,5,-5,364,231,6537.5104155087,2097,How many red marbles did you actually draw?,-1,-1,-1,False,10678,TRUE,computer,human
sona-25901,trial,82,bullshitter,10,0.2,1,1,-1,False,0.4463908352,True,9,-4,373,227,2348.9565153132,7109,How many red marbles did you actually draw?,-1,-1,-1,False,15521,FALSE,human,computer
sona-25901,trial,83,bullshitDetector,10,0.2,2,2,3,False,-1,False,2,8,375,235,5680.3053448558,1930,How many red marbles did you actually draw?,-1,-1,-1,False,9414,FALSE,computer,human
sona-25901,trial,84,bullshitter,10,0.2,3,3,-1,False,-0.056925644800002,False,7,3,382,238,2778.3174664175,3476,How many red marbles did you actually draw?,-1,-1,-1,False,12641,FALSE,human,computer
sona-25901,trial,85,bullshitDetector,10,0.2,2,9,-1,False,-0.056925644800002,False,9,1,391,239,6037.6904264375,14463,How many red marbles did you actually draw?,-1,-1,-1,True,23955,TRUE,computer,human
sona-25901,trial,86,bullshitter,10,0.2,9,3,-1,False,-0.056925644800002,False,7,3,398,242,2819.8924887095,7012,How many red marbles did you actually draw?,-1,-1,-1,True,26925,TRUE,human,computer
sona-25901,trial,87,bullshitDetector,10,0.2,3,1,-1,False,-0.056925644800002,True,5,-5,403,237,5738.0354608476,2246,How many red marbles did you actually draw?,-1,-1,-1,True,9604,TRUE,computer,human
sona-25901,trial,88,bullshitter,10,0.2,4,4,-1,False,-0.1450060288,False,6,4,409,241,3142.5911395268,3078,How many red marbles did you actually draw?,4,4,2995,True,14958,FALSE,human,computer
sona-25901,trial,89,bullshitDetector,10,0.2,1,6,-1,False,-0.1450060288,False,6,4,415,245,5503.6058648305,2268,How many red marbles did you actually draw?,-1,-1,-1,True,9975,TRUE,computer,human
sona-25901,trial,90,bullshitter,10,0.2,3,3,-1,False,-0.056925644800002,False,7,3,422,248,2324.8090267107,3776,How many red marbles did you actually draw?,-1,-1,-1,False,11815,FALSE,human,computer
sona-25901,trial,91,bullshitDetector,10,0.2,2,1,1,False,-1,True,5,-5,427,243,5133.0766188248,2765,How many red marbles did you actually draw?,-1,-1,-1,False,9602,TRUE,computer,human
sona-25901,trial,92,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,435,245,2825.8346034974,3271,How many red marbles did you actually draw?,-1,-1,-1,True,12207,FALSE,human,computer
sona-25901,trial,93,bullshitDetector,10,0.2,2,2,2,False,-1,True,-3,8,432,253,7010.1037763145,3605,How many red marbles did you actually draw?,-1,-1,-1,False,12855,FALSE,computer,human
sona-25901,trial,94,bullshitter,10,0.2,1,1,-1,False,0.4463908352,False,9,1,441,254,2229.8216267173,3209,How many red marbles did you actually draw?,-1,-1,-1,False,10969,FALSE,human,computer
sona-25901,trial,95,bullshitDetector,10,0.2,1,1,1,False,-1,True,-4,9,437,263,6550.5585036569,2271,How many red marbles did your opponent report drawing?,1,1,2934,False,15116,FALSE,computer,human
sona-25901,trial,96,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,445,265,2865.2363205369,3053,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10491,FALSE,human,computer
sona-25901,trial,97,bullshitDetector,10,0.2,2,2,2,False,-1,False,2,8,447,273,7469.5066202462,2487,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13207,FALSE,computer,human
sona-25901,trial,98,bullshitter,10,0.2,1,1,-1,False,0.4463908352,False,9,1,456,274,2545.0660504215,3885,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12074,FALSE,human,computer
sona-25901,trial,99,bullshitDetector,10,0.2,3,3,3,False,-1,False,3,7,459,281,5150.8945024706,3726,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10476,FALSE,computer,human
sona-25901,trial,100,bullshitter,10,0.2,2,2,-1,False,0.1444009472,False,8,2,467,283,2109.5305264396,3005,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12540,FALSE,human,computer
sona-25487,trial,1,bullshitter,10,0.8,9,7,-1,False,0.5536091648,False,3,7,3,7,2515.5246751323,4749,How many red marbles did you actually draw?,-1,-1,-1,False,12886,TRUE,human,computer
sona-25487,trial,2,bullshitDetector,10,0.8,9,10,-1,True,0.5536091648,True,5,-5,8,2,5464.4382495292,787,How many red marbles did you actually draw?,-1,-1,-1,False,7980,TRUE,computer,human
sona-25487,trial,3,bullshitter,10,0.8,6,2,-1,False,0.875731712,True,-5,5,3,7,2649.6870896694,2487,How many red marbles did you actually draw?,6,6,4424,False,14127,TRUE,human,computer
sona-25487,trial,4,bullshitDetector,10,0.8,7,6,6,False,-1,True,5,-5,8,2,5249.2762937151,2651,How many red marbles did you actually draw?,-1,-1,-1,False,10175,TRUE,computer,human
sona-25487,trial,5,bullshitter,10,0.8,8,8,-1,False,0.2516192768,False,2,8,10,10,2138.9670994762,2935,How many red marbles did you actually draw?,-1,-1,-1,True,9582,FALSE,human,computer
sona-25487,trial,6,bullshitDetector,10,0.8,4,7,-1,False,0.2516192768,True,5,-5,15,5,6162.6107257704,1766,How many red marbles did you actually draw?,-1,-1,-1,True,10159,TRUE,computer,human
sona-25487,trial,7,bullshitter,10,0.8,6,7,-1,False,0.5536091648,False,3,7,18,12,2336.122645861,3624,How many red marbles did you actually draw?,-1,-1,-1,False,9979,TRUE,human,computer
sona-25487,trial,8,bullshitDetector,10,0.8,9,2,-1,False,0.5536091648,True,5,-5,23,7,7264.2353910749,5713,How many red marbles did you actually draw?,-1,-1,-1,True,14893,TRUE,computer,human
sona-25487,trial,9,bullshitter,10,0.8,8,10,-1,False,-0.1241903616,False,0,10,23,17,2841.078757568,3439,How many red marbles did you actually draw?,-1,-1,-1,False,10681,TRUE,human,computer
sona-25487,trial,10,bullshitDetector,10,0.8,8,1,-1,False,-0.1241903616,True,5,-5,28,12,5326.1346721547,1524,How many red marbles did you actually draw?,-1,-1,-1,True,9346,TRUE,computer,human
sona-25487,trial,11,bullshitter,10,0.8,10,9,-1,False,-0.0168161792,False,1,9,29,21,2131.8146942908,5108,How many red marbles did you actually draw?,-1,-1,-1,True,12064,TRUE,human,computer
sona-25487,trial,12,bullshitDetector,10,0.8,7,7,10,False,-1,True,2,3,31,24,5764.5972530093,2210,How many red marbles did you actually draw?,-1,-1,-1,False,9763,FALSE,computer,human
sona-25487,trial,13,bullshitter,10,0.8,7,8,-1,False,0.2516192768,True,-5,5,26,29,3070.1656816031,2860,How many red marbles did you actually draw?,-1,-1,-1,False,10345,TRUE,human,computer
sona-25487,trial,14,bullshitDetector,10,0.8,10,8,8,False,-1,False,8,2,34,31,5740.2106790011,1818,How many red marbles did your opponent report drawing?,8,8,4683,False,15144,TRUE,computer,human
sona-25487,trial,15,bullshitter,10,0.8,6,8,-1,False,0.2516192768,False,2,8,36,39,2732.1614083223,3549,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11510,TRUE,human,computer
sona-25487,trial,16,bullshitDetector,10,0.8,10,9,9,False,-1,False,9,1,45,40,6756.9440680219,2322,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10714,TRUE,computer,human
sona-25487,trial,17,bullshitter,10,0.8,9,9,-1,False,-0.0168161792,False,1,9,46,49,2933.4227460723,3405,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10786,FALSE,human,computer
sona-25487,trial,18,bullshitDetector,10,0.8,8,4,4,False,-1,True,5,-5,51,44,5329.7516562479,1722,How many red marbles did your opponent report drawing?,-1,-1,-1,False,8827,TRUE,computer,human
sona-25487,trial,19,bullshitter,10,0.8,5,5,-1,False,0.8430161408,True,5,0,56,44,2578.2012216013,3726,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10952,FALSE,human,computer
sona-25487,trial,20,bullshitDetector,10,0.8,5,5,6,False,-1,False,5,5,61,49,6929.278236005,1581,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10686,FALSE,computer,human
sona-25487,trial,21,bullshitter,10,0.8,7,7,-1,False,0.5536091648,True,3,2,64,51,2223.3675063354,4264,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11076,FALSE,human,computer
sona-25487,trial,22,bullshitDetector,10,0.8,7,0,-1,False,0.5536091648,True,5,-5,69,46,5798.3188937096,1899,How many red marbles did your opponent report drawing?,-1,-1,-1,True,9830,TRUE,computer,human
sona-25487,trial,23,bullshitter,10,0.8,4,8,-1,False,0.2516192768,False,2,8,71,54,2319.5981095208,5277,How many red marbles did your opponent report drawing?,-1,-1,-1,True,12319,TRUE,human,computer
sona-25487,trial,24,bullshitDetector,10,0.8,8,8,8,False,-1,True,3,2,74,56,6034.1913401038,1178,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9264,FALSE,computer,human
sona-25487,trial,25,bullshitter,10,0.8,9,10,-1,False,-0.1241903616,False,0,10,74,66,3218.0031533085,3287,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11255,TRUE,human,computer
sona-25487,trial,26,bullshitDetector,10,0.8,9,7,7,False,-1,False,7,3,81,69,5248.9056557333,1662,How many red marbles did your opponent report drawing?,-1,-1,-1,False,8430,TRUE,computer,human
sona-25487,trial,27,bullshitter,10,0.8,9,8,-1,False,0.2516192768,False,2,8,83,77,2156.190140978,3972,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10318,TRUE,human,computer
sona-25487,trial,28,bullshitDetector,10,0.8,8,10,-1,False,0.2516192768,True,5,-5,88,72,5520.0938855696,1572,How many red marbles did your opponent report drawing?,-1,-1,-1,True,8611,TRUE,computer,human
sona-25487,trial,29,bullshitter,10,0.8,6,6,-1,False,0.7549357568,True,4,1,92,73,3203.8456690722,3587,How many red marbles did you actually draw?,6,6,3244,True,14564,FALSE,human,computer
sona-25487,trial,30,bullshitDetector,10,0.8,9,7,7,False,-1,True,5,-5,97,68,6032.6202742128,2497,How many red marbles did you actually draw?,-1,-1,-1,False,10351,TRUE,computer,human
sona-25487,trial,31,bullshitter,10,0.8,3,3,-1,False,0.87494528,True,7,-2,104,66,2977.3056514454,4812,How many red marbles did you actually draw?,-1,-1,-1,True,12356,FALSE,human,computer
sona-25487,trial,32,bullshitDetector,10,0.8,6,6,8,False,-1,True,1,4,105,70,5866.5950440909,2413,How many red marbles did you actually draw?,-1,-1,-1,False,9748,FALSE,computer,human
sona-25487,trial,33,bullshitter,10,0.8,8,8,-1,False,0.2516192768,False,2,8,107,78,2120.8208684099,3378,How many red marbles did you actually draw?,-1,-1,-1,False,10482,FALSE,human,computer
sona-25487,trial,34,bullshitDetector,10,0.8,5,5,7,False,-1,False,5,5,112,83,6036.9460602258,1987,How many red marbles did you actually draw?,-1,-1,-1,False,10315,FALSE,computer,human
sona-25487,trial,35,bullshitter,10,0.8,9,10,-1,False,-0.1241903616,False,0,10,112,93,2282.9722796118,3758,How many red marbles did you actually draw?,-1,-1,-1,False,12173,TRUE,human,computer
sona-25487,trial,36,bullshitDetector,10,0.8,7,7,9,False,-1,False,7,3,119,96,6454.1920124726,1777,How many red marbles did you actually draw?,-1,-1,-1,False,9577,FALSE,computer,human
sona-25487,trial,37,bullshitter,10,0.8,9,9,-1,False,-0.0168161792,False,1,9,120,105,3009.0226754004,3647,How many red marbles did you actually draw?,9,9,3176,False,14524,FALSE,human,computer
sona-25487,trial,38,bullshitDetector,10,0.8,6,5,5,False,-1,True,5,-5,125,100,5701.1633912402,2061,How many red marbles did you actually draw?,-1,-1,-1,False,9127,TRUE,computer,human
